Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Category,Outlet_Age,Price_Category,Visibility_Category,Store_Age_Category
1173,0.030711831954549774,0,-0.5292621259866377,13,0.5269290740963207,4,1985,2,0,0,175.1054,1,1.5328460124349554,0,2,1
1210,0.9195649079589884,0,0.20981178804651837,6,1.8869977773734619,6,2004,2,1,1,4111.9808,1,-0.7368217519130082,3,2,0
996,-0.1372177455643448,0,0.20404018254185036,0,-0.6769459678618178,4,1985,2,0,0,492.692,1,1.5328460124349554,2,2,1
1467,-0.08455647196491163,0,-1.2715942954664554,9,-1.5750659439393078,9,1999,1,0,1,1022.6688,2,-0.13954076129512305,1,1,0
1086,-1.4312604403334364,0,-0.660949516310988,0,-1.4627800705766323,8,1997,2,0,1,194.4136,1,0.09937163495203102,1,1,0
366,-1.3131285132835657,0,0.3043434939681887,5,0.1415548096612627,1,1987,0,2,1,2808.3444,1,1.2939336161878014,0,0,1
1469,0.7069274392692213,0,-0.9984104211321038,9,-1.5814894371667714,9,1999,1,0,1,852.224,2,-0.13954076129512305,1,1,0
16,-0.17906201360480817,1,-0.19052540471562854,14,-1.3558610258055026,6,2004,2,1,1,828.921,0,-0.7368217519130082,1,2,0
880,-0.8654085097645562,1,0.14847339301896847,10,-0.5352886717165654,7,2002,2,1,1,323.5788,1,-0.49790935566585415,2,2,0
931,-1.2446119955946409,1,1.4742851273293547,6,0.5414236865640922,1,1987,0,2,1,2942.836,1,1.2939336161878014,0,0,1
356,-0.16724882089982096,0,-0.1692170875226451,15,-1.7092848349271574,1,1987,0,2,1,359.532,1,1.2939336161878014,1,2,1
319,1.6283564702582118,1,-0.8066494404469473,5,0.6226487584253679,0,1998,2,2,0,719.064,1,-0.020084563171546017,0,1,0
1511,1.4157190015684453,0,-1.0861662628273534,8,-0.17231312816567232,6,2004,2,1,1,2360.9268,2,-0.7368217519130082,2,1,0
247,-0.16724882089982096,0,-1.099218286896835,5,1.128929224134358,1,1987,0,2,1,2735.1064,1,1.2939336161878014,3,1,1
497,0.057201840494933,0,-0.6594172684271359,6,0.5333525673237843,6,2004,2,1,1,3677.2134,1,-0.7368217519130082,0,1,0
1240,0.030711831954549774,0,0.7181058989381456,13,0.09177273714842074,5,1985,1,2,3,3842.9976,1,1.5328460124349554,0,0,1
539,0.08668033550007682,0,4.976486355268237,6,-0.6459269190663965,4,1985,2,0,0,199.74,1,1.5328460124349554,2,0,1
669,-1.1725515200942198,1,-0.19130738045730508,2,-1.3237853123741639,1,1987,0,2,1,171.7764,1,1.2939336161878014,1,2,1
242,0.030711831954549774,1,1.1300027011231637,13,-0.3546247129475409,4,1985,2,0,0,120.5098,1,1.5328460124349554,2,0,1
791,0.9195649079589884,0,-0.8142232216606871,13,-1.638160706166068,9,1999,1,0,1,628.5152,1,-0.13954076129512305,1,1,0
1477,0.8250593663190923,0,0.7338994246900689,9,0.9188520898767785,6,2004,2,1,1,2946.165,2,-0.7368217519130082,3,0,0
103,-1.0981284060528012,0,-1.1923508006682333,7,0.13724464570563447,6,2004,2,1,1,1789.6704,0,-0.7368217519130082,0,1,0
83,0.7069274392692213,0,0.7445326082248843,14,-1.3264896030229258,2,2007,2,1,1,468.7232,0,-1.0951903462837393,1,0,0
1147,0.7896197882041306,0,-0.15149984400205813,3,-0.6507445389869941,9,1999,1,0,1,1597.92,1,-0.13954076129512305,2,2,0
359,1.0967627985337942,0,-0.8721642629410684,5,1.9832249176674783,8,1997,2,0,1,3681.874,1,0.09937163495203102,3,1,0
1096,-0.1372177455643448,0,0.5750864694170611,0,-0.5384586656243187,4,1985,2,0,0,317.5866,1,1.5328460124349554,2,0,1
470,0.18714696024979083,1,0.04272320442968635,5,0.9177536725348818,6,2004,2,1,1,1977.426,1,-0.7368217519130082,3,2,0
193,-0.35625990417961406,1,-0.14698386005255393,4,-0.8351694530406982,7,2002,2,1,1,1230.3984,1,-0.49790935566585415,1,2,0
998,-0.48620502393447146,0,0.23424955860166963,4,0.8054677991722063,6,2004,2,1,1,4410.2592,1,-0.7368217519130082,3,0,0
1189,-1.27296365808661,1,1.615494251503627,5,1.1374242939276784,1,1987,0,2,1,1496.0526,1,1.2939336161878014,3,0,1
745,1.6519828556681864,0,-0.49851207932491853,6,-0.23430947305053604,8,1997,2,0,1,1012.016,1,0.09937163495203102,2,2,0
254,-1.0556009123148478,1,-0.9224191789673462,5,-0.4396107400934967,2,2007,2,1,1,2862.94,1,-1.0951903462837393,2,1,0
855,-0.48620502393447146,0,-0.8300770289746083,13,1.5774400035021547,9,1999,1,0,1,6692.6216,1,-0.13954076129512305,3,1,0
1290,0.5061031632844414,0,-0.513635034193663,8,-0.011385352338029167,8,1997,2,0,1,1404.838,2,0.09937163495203102,2,2,0
1320,1.0613232204188334,0,1.939596332845669,9,0.5745560646313488,2,2007,2,1,1,2812.3392,2,-1.0951903462837393,0,0,0
1250,0.2934656945946742,0,0.8186770511188898,13,0.928445577011995,0,1998,2,2,0,992.042,1,-0.020084563171546017,3,0,0
207,1.498411350503354,1,-1.2945610985122136,15,1.3748430271079566,2,2007,2,1,1,5191.2426,1,-1.0951903462837393,3,1,0
263,0.647861475744286,0,0.921208459715184,5,-1.0105083359241556,9,1999,1,0,1,1148.505,1,-0.13954076129512305,1,0,0
152,0.030711831954549774,0,3.5291826908189026,13,-0.271161053696494,4,1985,2,0,0,245.0144,1,1.5328460124349554,2,0,1
1395,1.8055543608330178,0,-0.943657032674291,11,0.21103131240950745,2,2007,2,1,1,2909.546,2,-1.0951903462837393,0,1,0
1261,0.030711831954549774,0,0.4095766455479262,13,-0.3000667732200799,4,1985,2,0,0,122.5072,1,1.5328460124349554,2,0,1
1095,-0.5334577947544199,0,-1.1858959676866672,1,-1.5986048348713477,6,2004,2,1,1,1468.089,1,-0.7368217519130082,1,1,0
1142,0.5297295486944154,1,0.5782202559357753,6,0.03831321476285573,6,2004,2,1,1,1733.7432,1,-0.7368217519130082,0,0,0
565,-1.3757384346199972,0,-0.9702066207397858,5,1.98643666428121,3,2009,1,2,2,5785.802,1,-1.3341027425308933,3,1,0
280,0.7423670173841825,0,0.3921895169994485,4,0.022845443071123635,2,2007,2,1,1,1985.4156,1,-1.0951903462837393,2,0,0
753,0.18714696024979083,1,0.19660657297932202,5,1.9543609508498714,8,1997,2,0,1,4175.8976,1,0.09937163495203102,3,2,0
1385,1.4157190015684453,0,-0.6044801581071356,9,1.69775524339916,1,1987,0,2,1,6615.3888,2,1.2939336161878014,3,2,1
4,-1.593101180391759,1,-1.2662803945296321,14,0.7926625654232582,6,2004,2,1,1,569.259,0,-0.7368217519130082,3,1,0
256,-0.9209305154779952,1,-0.03041332239942673,6,0.8926089082959761,3,2009,1,2,2,2759.0752,1,-1.3341027425308933,3,2,0
730,1.592916892143251,0,-0.6197519509401839,13,0.4008230550547575,6,2004,2,1,1,2631.2416,1,-0.7368217519130082,0,2,0
338,-0.8654085097645562,0,2.1832515938658528,13,0.6627538383910362,0,1998,2,2,0,363.5268,1,-0.020084563171546017,0,0,0
1307,-0.9185678769369978,0,0.44256572165529134,9,-1.4163350027954575,8,1997,2,0,1,1037.3164,2,0.09937163495203102,1,0,0
1355,-0.11999605007987288,0,4.048041633676201,9,-0.3834886797651482,0,1998,2,2,0,355.5372,2,-0.020084563171546017,2,0,0
388,-0.8406008050840832,0,-0.07676700615354906,5,0.6895044759368082,9,1999,1,0,1,3283.7256,1,-0.13954076129512305,0,2,0
1170,1.1440155693537424,1,-0.5621344056359032,5,0.34411003334948237,6,2004,2,1,1,1468.089,1,-0.7368217519130082,0,2,0
47,-1.320216428906558,0,0.008729809969974087,14,-0.46636137763926827,9,1999,1,0,1,1138.518,0,-0.13954076129512305,2,2,0
1139,1.852807131652966,1,2.3903791005221278,4,-0.773214860861813,0,1998,2,2,0,189.0872,1,-0.020084563171546017,1,0,0
1040,0.765993402794157,1,1.7659843410633964,5,-1.7365429284378988,1,1987,0,2,1,339.558,1,1.2939336161878014,1,0,1
337,0.08668033550007682,1,0.32113628437956065,6,-0.997703102175207,4,1985,2,0,0,314.2576,1,1.5328460124349554,1,0,1
803,1.864620324357953,0,0.36647245154304825,2,0.8407552592172772,1,1987,0,2,1,6006.1818,1,1.2939336161878014,3,0,1
1328,1.7346752046030953,0,0.8263203616060183,9,-0.2792321729368019,8,1997,2,0,1,2988.1104,2,0.09937163495203102,2,0,0
1336,-1.7360408121221025,0,-0.7171662196852108,8,-0.6812143791114672,2,2007,2,1,1,1761.7068,2,-1.0951903462837393,2,1,0
1032,1.7346752046030953,1,0.024272479038652307,6,-0.19150010243610555,2,2007,2,1,1,3560.6984,1,-1.0951903462837393,2,2,0
427,0.4352240070545188,0,0.03664541569823754,6,-1.4852622968727545,3,2009,1,2,2,874.8612,1,-1.3341027425308933,1,2,0
1016,1.6874224337831472,1,-0.21585347992611217,0,0.4419430469503654,6,2004,2,1,1,2874.9244,1,-0.7368217519130082,0,2,0
1337,1.002257256893898,0,0.8279283999756997,9,-0.44975343589966144,0,1998,2,2,0,113.186,2,-0.020084563171546017,2,0,0
1396,-0.3208203260646528,0,-0.819319947971711,8,-0.1337721688008913,0,1998,2,2,0,262.3252,2,-0.020084563171546017,2,1,0
199,-0.4035126749995621,1,0.6954395545820796,0,-0.5865931121243163,3,2009,1,2,2,2181.1608,1,-1.3341027425308933,2,0,0
313,0.7896197882041306,0,-0.5259021009917344,5,-1.5680932420408962,9,1999,1,0,1,503.3448,1,-0.13954076129512305,1,2,0
496,0.765993402794157,0,0.5891394327718585,6,-1.0431750107324211,9,1999,1,0,1,1853.5872,1,-0.13954076129512305,1,0,0
1112,0.08668033550007682,0,-0.003822450085553387,6,0.806524463808124,5,1985,1,2,3,7504.2318,1,1.5328460124349554,3,2,1
145,0.5061031632844414,1,-0.32100112123308866,3,-1.3088249966474013,3,2009,1,2,2,644.4944,1,-1.3341027425308933,1,2,0
422,-0.013677315734989101,0,-0.02362060259157844,15,1.9596860267354383,1,1987,0,2,1,2885.5772,1,1.2939336161878014,3,2,1
950,-1.6238154814247254,0,0.7037409681888842,5,-0.25252328809700886,6,2004,2,1,1,1017.3424,1,-0.7368217519130082,2,0,0
982,1.5338509286183157,1,-0.9798451311709423,6,-0.3321424866514188,6,2004,2,1,1,2530.7058,1,-0.7368217519130082,2,1,0
1445,0.8841253298440276,0,-1.0827427312491233,8,-0.49995945896551613,3,2009,1,2,2,1617.894,2,-1.3341027425308933,2,1,0
1096,-0.1372177455643448,0,-0.28011093170095885,0,-0.5577291453067089,5,1985,1,2,3,2328.9684,1,1.5328460124349554,2,2,1
672,-0.3208203260646528,0,0.04463539858592979,6,0.7749979590477332,9,1999,1,0,1,1328.271,1,-0.13954076129512305,3,2,0
1508,-0.9398316238059745,0,1.874873166126426,9,1.0716669937581347,0,1998,2,2,0,209.727,2,-0.020084563171546017,3,0,0
868,-0.29719394065467875,0,-1.053558365358003,3,0.5937847916077611,8,1997,2,0,1,1244.3802,1,0.09937163495203102,0,1,0
162,-0.7224688780342127,0,-0.46303761990844844,0,-0.6309666033396341,2,2007,2,1,1,1518.024,1,-1.0951903462837393,2,2,0
1172,-0.8181557389446081,1,2.001061919931656,6,-0.02904995871355413,7,2002,2,1,1,1685.8056,1,-0.49790935566585415,2,0,0
523,-0.1318092427848597,0,-0.9717454677427817,5,0.8402478032523076,8,1997,2,0,1,3078.6592,1,0.09937163495203102,3,1,0
44,0.765993402794157,0,-0.9376305461311258,14,0.8301051074461425,8,1997,2,0,1,2866.269,0,0.09937163495203102,3,1,0
457,1.4747849650933804,1,-0.5455120195872419,6,0.10516893227429555,0,1998,2,2,0,294.2836,1,-0.020084563171546017,0,2,0
1548,-1.0461503581508582,0,2.131234494382664,9,0.5307317820869795,9,1999,1,0,1,2069.3064,2,-0.13954076129512305,0,0,0
866,0.38797123623457075,1,0.7184540621035761,1,1.9184825294278742,0,1998,2,2,0,1046.6376,1,-0.020084563171546017,3,0,0
2,-1.0839525748068168,1,1.1365328872995315,14,0.7049722476285403,8,1997,2,0,1,4442.2176,0,0.09937163495203102,0,0,0
911,-1.3792823924314934,0,0.2161414961635957,6,0.11370575477359449,2,2007,2,1,1,1930.1542,1,-1.0951903462837393,0,2,0
1237,1.6874224337831472,1,-0.38068816620235985,5,-0.20755883550476428,7,2002,2,1,1,1780.3492,1,-0.49790935566585415,2,2,0
62,-1.192633947692698,0,-0.06275431332702092,14,1.6870633389220466,7,2002,2,1,1,7086.1094,0,-0.49790935566585415,3,2,0
443,-0.07207154869434647,0,-0.3195858884528499,12,0.28371956177148466,4,1985,2,0,0,316.9208,1,1.5328460124349554,0,2,1
1411,0.057201840494933,0,-1.165972372286315,11,0.7846331988889288,1,1987,0,2,1,3415.554,2,1.2939336161878014,3,1,1
750,0.5533559341043894,0,-0.9838794390535428,3,1.2138734985743354,7,2002,2,1,1,5241.1776,1,-0.49790935566585415,3,1,0
76,-0.48620502393447146,0,-0.2447995222071897,7,-1.0639678583097203,8,1997,2,0,1,1025.332,0,0.09937163495203102,1,2,0
435,-0.06093008655493759,0,-0.29183772543442815,12,-1.4484107162267963,6,2004,2,1,1,473.3838,1,-0.7368217519130082,1,2,0
1374,-0.16724882089982096,0,-0.8185288089953198,9,-0.4171702665033529,9,1999,1,0,1,2912.875,2,-0.13954076129512305,2,1,0
933,-1.2847768507915969,0,-1.000125357281169,13,1.733000950738252,7,2002,2,1,1,5976.2208,1,-0.49790935566585415,3,1,0
829,-0.1372177455643448,1,-0.30880638634635554,0,0.5055870178480737,4,1985,2,0,0,687.1056,1,1.5328460124349554,0,2,1
888,-1.4111780127349585,1,1.392399202112524,3,-0.4748564474325889,2,2007,2,1,1,2984.1156,1,-1.0951903462837393,2,0,0
1375,0.06719909822829272,0,-0.4588282962304827,8,-1.5868562657583172,5,1985,1,2,3,1255.033,2,1.5328460124349554,1,2,1
1346,1.7464883973080825,0,-0.22819369358698244,9,1.6934450794435318,2,2007,2,1,1,3695.19,2,-1.0951903462837393,3,2,0
521,0.5769823195143639,1,0.2820099082072629,3,1.1727535066787278,7,2002,2,1,1,1068.609,1,-0.49790935566585415,3,0,0
188,-0.8618645519530599,0,-1.2317859838134775,6,-0.2979116912422658,9,1999,1,0,1,1583.9382,1,-0.13954076129512305,2,1,0
637,0.647861475744286,0,0.3401229903788975,13,1.276460804836126,3,2009,1,2,2,661.1394,1,-1.3341027425308933,3,0,0
734,0.5887955122193507,0,-1.1312918544841857,5,-1.2570131002746805,9,1999,1,0,1,958.752,1,-0.13954076129512305,1,1,0
862,-0.16724882089982096,1,1.224457801607544,6,0.7932117740942063,7,2002,2,1,1,2836.308,1,-0.49790935566585415,3,0,0
1558,0.12447478229831319,0,0.24262630552641082,9,0.37035321493028484,5,1985,1,2,3,5523.4768,2,1.5328460124349554,0,0,1
1272,-0.3456280307451257,0,-1.2096152492066037,8,-1.4563565773491687,9,1999,1,0,1,972.068,2,-0.13954076129512305,1,1,0
591,1.002257256893898,0,1.4230224940068334,6,-0.4657704162623416,8,1997,2,0,1,3002.0922,1,0.09937163495203102,2,0,0
938,1.4157190015684453,1,-0.05582605317748112,4,-0.352469630969727,6,2004,2,1,1,1198.44,1,-0.7368217519130082,2,2,0
1550,1.592916892143251,0,0.46536532051358614,9,1.7821503091681887,8,1997,2,0,1,4566.0564,2,0.09937163495203102,3,0,0
148,-0.3680730968846009,1,-0.07238763589644102,5,1.8821384047468852,2,2007,2,1,1,4402.9354,1,-1.0951903462837393,3,2,0
295,0.0021668410545682016,0,-1.0421020957557,5,1.8367500016016285,5,1985,1,2,3,4819.7262,1,1.5328460124349554,3,1,1
912,-1.6710682522446736,1,-0.6359083636452056,6,1.922750940677523,8,1997,2,0,1,6033.4796,1,0.09937163495203102,3,1,0
921,-1.6627990173511826,1,0.12930863668955964,6,1.8730941262826166,1,1987,0,2,1,1537.998,1,1.2939336161878014,3,2,1
964,-0.9114799613140058,0,0.309196728684298,13,0.43501209775793226,3,2009,1,2,2,2181.1608,1,-1.3341027425308933,0,0,0
513,0.030711831954549774,1,1.1553882005963179,13,-0.02904995871355413,5,1985,1,2,3,4916.933,1,1.5328460124349554,2,0,1
669,-1.1725515200942198,1,-0.19052540471562854,2,-1.3125441992261024,6,2004,2,1,1,801.6232,1,-0.7368217519130082,1,2,0
13,0.2225865383647521,0,-0.24903623620497514,4,1.7100530211831386,7,2002,2,1,1,1474.0812,0,-0.49790935566585415,3,2,0
174,-1.7525792819090842,0,-0.899024983572702,4,1.5699180929327954,9,1999,1,0,1,3605.307,1,-0.13954076129512305,3,1,0
649,0.9077517152540012,0,-0.012245629366679781,6,-0.49945200300054654,1,1987,0,2,1,873.5296,1,1.2939336161878014,2,2,1
1349,1.6519828556681864,0,-0.8905264113430438,9,-1.5104070611116602,1,1987,0,2,1,575.2512,2,1.2939336161878014,1,1,1
758,-0.5818918848448669,1,0.41619888148560424,0,-1.4772746830444037,2,2007,2,1,1,860.2136,1,-1.0951903462837393,1,0,0
111,-0.2387281125880181,0,-0.6916644836189854,14,-1.6135651505981101,4,1985,2,0,0,40.6138,0,1.5328460124349554,1,1,1
1092,0.08668033550007682,1,1.8754285853620751,6,-0.8543981800171102,4,1985,2,0,0,515.3292,1,1.5328460124349554,1,0,1
1522,0.5297295486944154,0,-0.22524853851608384,9,1.5566054032188772,9,1999,1,0,1,2133.2232,2,-0.13954076129512305,3,2,0
806,1.8055543608330178,0,-0.6849912403331861,6,-0.3166329622537082,3,2009,1,2,2,2181.1608,1,-1.3341027425308933,2,1,0
608,0.647861475744286,0,-0.6556380403516815,13,-0.25729915531162795,7,2002,2,1,1,2253.0672,1,-0.49790935566585415,2,1,0
7,0.9195649079589884,1,-0.9123573111908764,14,-1.6221019730974091,6,2004,2,1,1,746.3618,0,-0.7368217519130082,1,1,0
801,-0.47439183122948464,0,1.8317380437197777,13,-0.5786054982959654,3,2009,1,2,2,1482.0708,1,-1.3341027425308933,2,0,0
440,0.7896197882041306,1,-1.0733847628890383,5,-0.6796085058046012,2,2007,2,1,1,1272.3438,1,-1.0951903462837393,2,1,0
657,-1.2138976945616746,1,1.5336010314773814,6,-0.3909688376285293,0,1998,2,2,0,117.8466,1,-0.020084563171546017,2,0,0
577,0.030711831954549774,0,0.1819690509049453,13,-0.33641089790106826,5,1985,1,2,3,4434.228,1,1.5328460124349554,2,2,1
548,-1.6710682522446736,1,-0.6047332899815224,13,0.6338898715734294,1,1987,0,2,1,719.064,1,1.2939336161878014,0,2,1
604,0.13424013659630724,1,-0.15354046258236198,4,0.6526111425848715,5,1985,1,2,3,1263.0226,1,1.5328460124349554,0,2,1
750,0.5533559341043894,0,-0.9848140293638526,3,1.2106617519606033,6,2004,2,1,1,6114.7072,1,-0.7368217519130082,3,1,0
239,0.057201840494933,1,0.5568832564267542,5,0.8893971616822445,6,2004,2,1,1,2167.8448,1,-0.7368217519130082,3,0,0
175,-1.544667090301312,0,-1.1536907953768731,10,-1.6044373667218848,1,1987,0,2,1,942.7728,1,1.2939336161878014,1,1,1
1223,1.179455147468704,0,-0.5232139736607413,13,-0.25839757265352414,1,1987,0,2,1,1897.53,1,1.2939336161878014,2,2,1
546,0.08668033550007682,1,1.0129887901217778,6,-0.6389959698739633,5,1985,1,2,3,2631.2416,1,1.5328460124349554,2,0,1
20,0.23439973106973888,0,-0.7946729535367173,14,0.011604329923062255,1,1987,0,2,1,2978.1234,0,1.2939336161878014,2,1,1
61,-1.6722495715151724,0,-1.1157857134140727,14,0.10144972969559442,3,2009,1,2,2,2332.9632,0,-1.3341027425308933,0,1,0
463,0.0021668410545682016,1,0.12163473570736394,5,-1.2666065874098973,4,1985,2,0,0,123.8388,1,1.5328460124349554,1,2,1
888,-1.4111780127349585,1,1.3823016553635747,3,-0.5214267733316991,7,2002,2,1,1,1989.4104,1,-0.49790935566585415,2,0,0
1339,-1.0485129966918556,0,-0.0038497608979135814,9,1.2048292201100668,6,2004,2,1,1,2372.9112,2,-0.7368217519130082,3,2,0
102,-1.2351614414306513,0,-0.1856407844298562,14,-0.7443091413382272,2,2007,2,1,1,1607.2412,0,-1.0951903462837393,2,2,0
317,-0.557084180164394,1,-0.0833655488682771,15,-0.9650781800729199,2,2007,2,1,1,958.752,1,-1.0951903462837393,1,2,0
209,-1.2481559534061368,0,0.43654478075743064,4,0.9118793879783668,0,1998,2,2,0,197.0768,1,-0.020084563171546017,3,0,0
705,0.15170738213482957,1,-1.051578430846211,13,-0.9570488135385906,1,1987,0,2,1,1198.44,1,1.2939336161878014,1,1,1
299,-0.16724882089982096,0,-0.8911269311851305,15,-0.3331991512873365,7,2002,2,1,1,2277.036,1,-0.49790935566585415,2,1,0
820,-1.7608485168025751,1,-0.3406518470322174,3,0.9118376352723883,6,2004,2,1,1,796.2968,1,-0.7368217519130082,3,2,0
1279,0.12447478229831319,0,2.7238109051992443,9,1.9478957049164292,4,1985,2,0,0,525.982,2,1.5328460124349554,3,0,1
258,-1.281232892980101,0,1.035354934187395,15,1.08831668820372,8,1997,2,0,1,3105.957,1,0.09937163495203102,3,0,0
886,-1.942771684459376,0,1.399839867962089,1,-0.22311011260845343,7,2002,2,1,1,2826.9868,1,-0.49790935566585415,2,0,0
256,-0.9209305154779952,1,-0.03321627837889496,6,0.9118793879783668,7,2002,2,1,1,3153.2288,1,-0.49790935566585415,3,2,0
1316,1.2975870745185747,0,0.3696266516020052,9,0.8183147856271334,3,2009,1,2,2,5369.0112,2,-1.3341027425308933,3,0,0
639,-0.28538074794969154,1,-0.23707354383897958,0,0.5227024155526501,9,1999,1,0,1,3448.844,1,-0.13954076129512305,0,2,0
537,-0.557084180164394,0,0.012312674497170183,5,-0.3160837535827601,9,1999,1,0,1,1446.1176,1,-0.13954076129512305,2,2,0
1378,-1.2918647664145892,0,-0.053537013539769356,8,-0.0033977385096783347,3,2009,1,2,2,1567.2932,2,-1.3341027425308933,2,2,0
1089,-0.009579504971746346,1,1.5776971804246445,10,0.2174130529309925,5,1985,1,2,3,1396.1826,1,1.5328460124349554,0,0,1
168,0.26983930918470017,0,-0.808095124584199,6,1.200011600189469,8,1997,2,0,1,1078.596,1,0.09937163495203102,3,1,0
147,1.3330266526335355,1,0.10629717032839126,4,0.07736163009260633,0,1998,2,2,0,291.6204,1,-0.020084563171546017,0,2,0
1073,0.18714696024979083,1,-0.8900038684419245,13,-0.9854053243912282,7,2002,2,1,1,554.6114,1,-0.49790935566585415,1,1,0
658,0.3052788872996614,0,-0.6199071534766257,13,1.6571009547625433,7,2002,2,1,1,731.0484,1,-0.49790935566585415,3,2,0
621,-0.6515897218042905,1,-0.33516271165451533,6,1.3588260467452762,2,2007,2,1,1,4250.4672,1,-1.0951903462837393,3,2,0
1117,-0.6515897218042905,0,-0.9240054720468368,3,-0.3754175605248404,3,2009,1,2,2,1514.695,1,-1.3341027425308933,2,1,0
136,0.23439973106973888,0,-0.7180546757921084,7,-0.41662105783240483,9,1999,1,0,1,4054.722,0,-0.13954076129512305,2,1,0
892,0.057201840494933,1,-0.5260860613763005,6,0.6028290700720296,7,2002,2,1,1,3067.3406,1,-0.49790935566585415,0,2,0
1402,1.3920926161584708,0,-0.37025483957480715,8,-0.5807605802737793,9,1999,1,0,1,2343.616,2,-0.13954076129512305,2,2,0
479,0.26983930918470017,1,1.2902760841979557,5,-1.4280835719084883,1,1987,0,2,1,852.224,1,1.2939336161878014,1,0,1
44,0.765993402794157,0,-0.9369019198948166,14,0.8333168540598745,9,1999,1,0,1,5350.3688,0,-0.13954076129512305,3,1,0
1107,-0.13046135530553407,0,0.22665985601915228,3,0.6248038404031823,5,1985,1,2,3,4119.3046,1,1.5328460124349554,0,0,1
233,0.030711831954549774,1,-0.9365716657846527,13,0.011604329923062255,4,1985,2,0,0,425.4462,1,1.5328460124349554,2,1,1
1355,-0.11999605007987288,0,1.858987058907057,9,-0.34013010047976966,7,2002,2,1,1,2133.2232,2,-0.49790935566585415,2,0,0
612,1.852807131652966,1,-0.46037932775165685,4,1.1898689043833042,7,2002,2,1,1,5145.3024,1,-0.49790935566585415,3,2,0
870,-1.1890899898812015,0,0.18294132775108846,10,-1.255956435638763,3,2009,1,2,2,1162.4868,1,-1.3341027425308933,1,2,0
1435,0.12447478229831319,0,-0.9095019200418255,9,-1.4024313517046127,4,1985,2,0,0,165.7842,2,1.5328460124349554,1,1,1
182,-0.17906201360480817,0,0.8816935305879972,0,1.3010563604040835,7,2002,2,1,1,3547.3824,1,-0.49790935566585415,3,0,0
1364,0.12447478229831319,0,-1.2352397083494768,9,-0.2861213694232565,5,1985,1,2,3,1211.756,2,1.5328460124349554,2,1,1
1558,0.423410814349532,0,0.2540103227248351,9,0.3446592420204305,7,2002,2,1,1,2274.3728,2,-0.49790935566585415,0,0,0
1099,-0.009579504971746346,1,-0.6761631096836352,10,0.5820362224947301,5,1985,1,2,3,4763.799,1,1.5328460124349554,0,1,1
474,1.864620324357953,1,1.1645525682923643,12,1.560832061762548,8,1997,2,0,1,5033.448,1,0.09937163495203102,3,0,0
1421,-0.4035126749995621,0,0.05401752926297643,11,-1.220119766922744,9,1999,1,0,1,1120.5414,2,-0.13954076129512305,1,2,0
39,-0.17906201360480817,0,-0.8133928457530007,14,0.053822739160566346,9,1999,1,0,1,2612.5992,0,-0.13954076129512305,0,1,0
556,-0.29719394065467875,1,1.7286845692671218,2,0.4392805090075815,2,2007,2,1,1,4548.0798,1,-1.0951903462837393,0,0,0
1245,1.1203891839437687,0,-1.2463385919210397,4,0.5259141621663816,2,2007,2,1,1,5863.0348,1,-1.0951903462837393,0,1,0
1461,0.12447478229831319,0,-0.03966812983072744,9,-0.20916470881163027,4,1985,2,0,0,254.3356,2,1.5328460124349554,2,2,1
626,-0.13046135530553407,0,-1.1439039240261701,3,-0.5149615273982572,5,1985,1,2,3,2713.135,1,1.5328460124349554,2,1,1
248,-0.5216446020494327,0,-0.9297957816813673,6,-1.3965570671480976,8,1997,2,0,1,447.4176,1,0.09937163495203102,1,1,0
1092,1.2975870745185747,1,0.4756873366977494,6,-0.8784862796200983,3,2009,1,2,2,1631.8758,1,-1.3341027425308933,1,0,0
788,-1.3013153205785788,1,-1.120160531869121,6,1.6116290462053295,7,2002,2,1,1,5331.7264,1,-0.49790935566585415,3,1,0
321,1.262147496403613,0,-0.42442845963747944,6,0.08801178186374062,9,1999,1,0,1,3563.3616,1,-0.13954076129512305,0,2,0
254,-1.0556009123148478,1,-0.9243926336211836,5,-0.4010697807287157,9,1999,1,0,1,1603.2464,1,-0.13954076129512305,2,1,0
1058,0.3407184654146227,0,1.0280306076280372,4,-0.30543360181162554,1,1987,0,2,1,2709.806,1,1.2939336161878014,2,0,1
363,-0.629144655664815,1,-1.0538375955559915,15,1.58758269930832,2,2007,2,1,1,4086.0146,1,-1.0951903462837393,3,1,0
658,0.3052788872996614,0,-0.7102500247926599,13,1.6763714344449339,3,2009,1,2,2,1705.7796,1,-1.3341027425308933,3,1,0
59,0.7896197882041306,0,-1.0203096775182965,14,0.20562273111198348,7,2002,2,1,1,1402.1748,0,-0.49790935566585415,0,1,0
1510,0.12447478229831319,0,-0.08727584499082287,9,0.8712668520477289,5,1985,1,2,3,7168.6686,2,1.5328460124349554,3,2,1
91,-0.04911689384995036,0,0.6860743112894445,14,0.3045541620547622,0,1998,2,2,0,962.7468,0,-0.020084563171546017,0,0,0
42,-0.2387281125880181,0,-0.6363080873981637,14,-1.664869591005861,5,1985,1,2,3,1281.665,0,1.5328460124349554,1,1,1
352,-0.46375995779499635,0,-0.511975872527482,5,-0.5422196209089986,0,1998,2,2,0,426.112,1,-0.020084563171546017,2,2,0
